property_id,type,activation_date,bathroom,floor,total_floor,furnishing,gym,latitude,longitude,lease_type,lift,locality,parking,property_age,property_size,swimming_pool,pin_code,rent,deposit,building_type,photo_count,request_day_within_8d,request_day_within_3d
ff80808147ed5e68014815e91cd0125a,BHK2,17-02-2017 23:27,2,2,4.0,SEMI_FURNISHED,0,12.96882423,77.69370446,FAMILY,1,Doddanekkundi,BOTH,4,1000,0,560037.0,17500,80000,AP,1,6.0,1.0
ff808081482565740148261980670079,BHK3,11-02-2017 10:14,3,1,1.0,SEMI_FURNISHED,1,12.94723987,77.67515766,FAMILY,1,Bellandur,BOTH,3,1617,1,560037.0,33000,150000,AP,7,0.0,0.0
ff808081482565740148312a4c1c0591,BHK1,18-03-2017 16:44,1,1,3.0,SEMI_FURNISHED,0,12.87650691,77.67197627,ANYONE,0,Choodasandra,TWO_WHEELER,1,500,0,560099.0,8000,50000,IF,8,1.0,0.0
ff808081483cf6a50148457c37c8036a,BHK2,18-03-2017 09:06,1,2,3.0,SEMI_FURNISHED,0,12.9265132,77.6361552,FAMILY,0,Koramangala 1st Block,TWO_WHEELER,6,750,0,560034.0,16000,160000,IH,4,8.0,6.0
ff808081485677b101485a6f3b6b01b0,BHK2,08-03-2017 14:44,2,1,3.0,SEMI_FURNISHED,1,12.95966852,77.7477982,FAMILY,0,Ramagondanahalli,BOTH,1,700,1,560066.0,14000,50000,AP,4,12.0,5.0
ff808081485677b101485af0731101f2,BHK3,15-03-2017 14:25,2,3,4.0,SEMI_FURNISHED,0,12.97932911,77.73385934,FAMILY,1,Whitefield,BOTH,2,1150,0,560066.0,17000,170000,AP,6,1.0,1.0
ff808081486e6af00148744180fd02b1,BHK2,19-02-2017 10:35,2,2,2.0,SEMI_FURNISHED,1,12.8990311,77.65695452,ANYONE,0,HSR Layout,BOTH,2,1050,0,560068.0,18000,100000,IF,6,20.0,12.0
ff808081486e6af0014878df914a0511,BHK3,22-02-2017 22:05,3,0,2.0,SEMI_FURNISHED,1,12.89478932,77.67538306,FAMILY,1,Kasavanahalli,TWO_WHEELER,5,1600,1,560035.0,30000,150000,AP,4,0.0,0.0
ff808081487ed9790148892b58c40694,BHK2,10-03-2017 19:35,2,2,2.0,SEMI_FURNISHED,0,12.96602781,77.7628157,FAMILY,0,Whitefield,TWO_WHEELER,2,850,0,560066.0,20000,150000,IF,0,0.0,0.0
ff808081488f1fd50148939038520277,BHK2,28-03-2017 17:52,2,1,1.0,SEMI_FURNISHED,0,13.03568193,77.63108972,FAMILY,0,HBR Layout,TWO_WHEELER,5,1100,0,560043.0,20000,150000,IF,5,1.0,0.0
ff8080814897819b014899584ce301c6,BHK2,16-03-2017 22:44,2,2,2.0,SEMI_FURNISHED,1,12.92360583,77.62931812,FAMILY,0,Venkatapura,TWO_WHEELER,3,600,0,560034.0,12000,120000,IF,0,1.0,1.0
ff8080814897819b01489bcf4828024b,BHK2,09-02-2017 19:50,2,1,5.0,SEMI_FURNISHED,0,12.97656683,77.70913334,ANYONE,1,Brookefield,BOTH,3,1200,0,560037.0,19000,130000,AP,5,3.0,3.0
ff80808148af4d480148b046d1b2001f,BHK2,30-03-2017 15:22,2,4,4.0,SEMI_FURNISHED,0,12.96289703,77.7508272,FAMILY,1,Marathahalli,BOTH,0,1250,0,560066.0,18000,180000,AP,6,6.0,4.0
ff80808148af4d480148b11c711a00f3,BHK1,03-02-2017 19:11,1,3,3.0,SEMI_FURNISHED,0,12.95617827,77.65356214,ANYONE,0,Murugeshpalya,BOTH,7,550,0,560017.0,14000,60000,IF,4,7.0,2.0
ff80808148bd7a1d0148c0ea594a01ac,BHK2,06-03-2017 19:45,1,3,4.0,SEMI_FURNISHED,1,12.8430636,77.656476,ANYONE,1,Electronics City Phase 1,BOTH,0,870,1,560100.0,13500,80000,AP,10,5.0,2.0
ff80808148c7fbee0148cfc0fbf6036a,BHK2,09-03-2017 12:47,2,4,4.0,SEMI_FURNISHED,0,12.9549358,77.7205937,FAMILY,1,Whitefield,BOTH,1,1000,0,560066.0,26000,150000,AP,2,1.0,1.0
ff80808148d5e8280148ea6b36060a0c,BHK1,10-02-2017 18:08,1,3,3.0,SEMI_FURNISHED,1,12.95284679,77.69551897,BACHELOR,0,Marathahalli,TWO_WHEELER,4,400,0,560037.0,8500,35000,IF,0,2.0,2.0
ff80808148f81af60148f88b69c60062,BHK3,28-03-2017 11:17,2,0,2.0,SEMI_FURNISHED,1,12.93371457,77.61387932,ANYONE,0,Koramangala,BOTH,10,1100,0,560095.0,25000,80000,IF,7,7.0,4.0
ff8080814902be640149095852cf05ae,BHK2,25-02-2017 21:04,1,1,2.0,SEMI_FURNISHED,0,12.97648271,77.63672542,BACHELOR,0,Indira Nagar,TWO_WHEELER,9,640,0,560038.0,18000,60000,IF,0,0.0,0.0
ff8080814909c63c01490d3c81240161,BHK3,10-02-2017 14:03,3,5,9.0,SEMI_FURNISHED,0,12.83718237,77.69569854,ANYONE,1,Electronics City,BOTH,1,1845,0,560100.0,22000,220000,AP,9,0.0,0.0
ff8080814909c63c01490d60fda20188,BHK2,20-03-2017 11:57,2,8,9.0,FULLY_FURNISHED,1,12.91119351,77.67767211,FAMILY,1,Kasavanahalli,BOTH,5,1500,1,560035.0,22500,225000,AP,6,11.0,4.0
ff8080814924654401492bfe03f502e9,BHK2,22-03-2017 23:34,3,0,-1.0,SEMI_FURNISHED,1,12.9697999,77.7499467,ANYONE,1,Whitefield,BOTH,0,1350,1,560066.0,25000,240000,Unknown,6,0.0,0.0
ff8080814924654401493659b1910786,BHK1,18-02-2017 19:41,1,1,3.0,SEMI_FURNISHED,0,12.8759179,77.595706,ANYONE,0,Hulimavu,BOTH,2,500,0,560076.0,9500,75000,AP,13,7.0,3.0
ff80808149246544014936c5b7c30802,BHK3,13-03-2017 10:23,3,2,3.0,SEMI_FURNISHED,0,13.0859625,77.5839918,FAMILY,1,Judicial Layout,BOTH,2,1800,0,560065.0,22000,220000,IF,5,0.0,0.0
ff80808149393cef01495ecb346b1555,BHK3,13-02-2017 16:38,3,1,2.0,SEMI_FURNISHED,1,12.90689744,77.57634418,FAMILY,1,JP Nagar,BOTH,8,1450,0,560078.0,30000,300000,AP,8,1.0,1.0
ff80808149393cef01495fbc127515af,BHK3,02-02-2017 12:15,3,7,12.0,SEMI_FURNISHED,1,12.86348459,77.52050954,FAMILY,1,Nagegowdanapalya,BOTH,5,1730,1,560062.0,13000,130000,AP,7,0.0,0.0
ff80808149393cef014960f1e0fb16d4,RK1,04-03-2017 14:33,1,2,2.0,SEMI_FURNISHED,0,12.92837807,77.62649089,BACHELOR,0,Koramangala,TWO_WHEELER,10,280,0,560030.0,8500,51000,IF,4,6.0,1.0
ff808081499ce9550149acffc4560a52,BHK2,22-02-2017 17:10,2,2,2.0,SEMI_FURNISHED,0,13.03016828,77.60791635,FAMILY,0,RT Nagar,TWO_WHEELER,12,1000,0,560032.0,14000,140000,IF,4,1.0,0.0
ff80808149b8764a0149bda1f264039d,BHK2,20-02-2017 17:36,2,3,3.0,SEMI_FURNISHED,1,12.92740122,77.66361903,FAMILY,1,Bellandur,BOTH,6,1450,1,560102.0,25000,250000,AP,10,5.0,5.0
ff80808149b8764a0149c1593d24065f,BHK1,25-02-2017 17:48,1,1,4.0,SEMI_FURNISHED,1,12.8992327,77.6575497,ANYONE,0,Harlur,BOTH,3,450,0,560068.0,11500,700000,AP,4,12.0,10.0
ff80808149c62d440149ccf0248105cc,BHK3,18-02-2017 19:30,3,0,1.0,SEMI_FURNISHED,1,13.06418561,77.74930503,ANYONE,0,Huskur,BOTH,1,1276,1,562129.0,15000,150000,IH,5,0.0,0.0
ff8080814a078fd2014a0fda73b30626,BHK3,06-03-2017 19:06,2,1,2.0,SEMI_FURNISHED,1,12.79441566,77.61935539,FAMILY,0,Jigani,BOTH,4,1500,1,560105.0,15000,150000,AP,8,0.0,0.0
ff8080814a078fd2014a15c813ff0b03,BHK3,20-02-2017 09:24,3,2,6.0,SEMI_FURNISHED,1,12.87245588,77.6175785,ANYONE,1,Akshayanagar,BOTH,2,2000,0,560068.0,22000,150000,AP,5,1.0,0.0
ff8080814a1e04e5014a1ed897d90145,BHK1,23-03-2017 10:29,1,2,2.0,SEMI_FURNISHED,0,12.91839023,77.60445392,FAMILY,0,BTM Layout,TWO_WHEELER,2,600,0,560029.0,10000,40000,AP,6,15.0,15.0
ff8080814a39c526014a3cd9ab140110,BHK2,07-03-2017 18:02,2,0,3.0,SEMI_FURNISHED,0,12.99299898,77.74813893,ANYONE,0,Krishnarajapura,TWO_WHEELER,1,1080,0,560049.0,7500,75000,IF,0,1.0,0.0
ff8080814a437784014a43819467000c,BHK2,16-02-2017 16:02,2,1,1.0,SEMI_FURNISHED,0,12.8884601,77.5945365,FAMILY,0,"Araka Mico Layout, Bengaluru, Karnataka, India",BOTH,5,1200,0,560076.0,16500,160000,IF,0,2.0,1.0
ff8080814a52854b014a56949b7f0282,BHK3,03-03-2017 11:20,2,3,3.0,SEMI_FURNISHED,0,12.89150148,77.59150496,ANYONE,0,Arakere,BOTH,2,1400,0,560076.0,18000,100000,AP,10,4.0,4.0
ff8080814a52854b014a5d6f39310977,BHK2,21-03-2017 10:39,2,1,1.0,SEMI_FURNISHED,0,13.01022791,77.70186683,FAMILY,0,K.R Puram,BOTH,18,720,0,560036.0,13000,130000,IF,4,0.0,0.0
ff8080814a7366c1014a76c2f0d4025b,BHK2,05-03-2017 15:37,2,2,4.0,FULLY_FURNISHED,1,12.9773111,77.73816591,FAMILY,1,Whitefield,BOTH,3,1130,0,560066.0,30000,300000,AP,3,0.0,0.0
ff8080814a7d5ba8014a85528a770548,BHK2,24-03-2017 18:06,1,1,2.0,SEMI_FURNISHED,0,12.85900071,77.59584759,FAMILY,0,Gottigere,TWO_WHEELER,4,750,0,560083.0,9500,50000,IF,6,1.0,1.0
ff8080814a7d5ba8014a89fc38f40924,BHK2,04-02-2017 16:00,2,4,4.0,SEMI_FURNISHED,0,12.9707973,77.7038389,FAMILY,1,Doddanekkundi,BOTH,4,960,0,560037.0,15000,100000,AP,9,5.0,2.0
ff8080814a7d5ba8014aa165f8b61bf2,BHK2,10-02-2017 17:48,2,4,4.0,NOT_FURNISHED,0,12.98080879,77.7341009,FAMILY,0,Whitefield,FOUR_WHEELER,0,1210,0,560066.0,20000,150000,AP,6,5.0,2.0
ff8080814a7d5ba8014aa58e5a4d1eff,BHK3,26-03-2017 14:18,2,5,9.0,SEMI_FURNISHED,1,12.83013432,77.65460169,FAMILY,1,Electronics City,BOTH,2,1285,1,560105.0,16500,165000,AP,9,1.0,1.0
ff8080814aaa0c0f014aaa74306c00d7,BHK3,09-03-2017 12:40,2,2,3.0,SEMI_FURNISHED,1,12.8760957,77.59646372,FAMILY,1,Hulimavu,BOTH,3,1452,1,560076.0,21500,215000,AP,11,1.0,0.0
ff8080814ab0ae37014ab8bc9d00069e,BHK3,04-02-2017 15:58,2,2,2.0,SEMI_FURNISHED,0,12.92810124,77.5385129,ANYONE,0,Hosakerehalli,BOTH,2,1350,0,560085.0,15000,150000,IF,0,0.0,0.0
ff8080814ab0ae37014ab910ee7d075a,BHK4,29-03-2017 23:23,4,1,3.0,SEMI_FURNISHED,0,12.90332206,77.50442126,FAMILY,0,Uttarahalli Hobli,BOTH,1,3000,0,560060.0,30000,300000,IF,8,0.0,0.0
ff8080814abd5223014ac2f368b40692,BHK2,12-02-2017 14:57,2,0,2.0,SEMI_FURNISHED,0,12.90979685,77.61114979,ANYONE,0,BTM Layout,BOTH,7,600,0,560076.0,13000,75000,AP,0,2.0,1.0
ff8080814ada14f3014ae3677a7c096e,BHK2,24-03-2017 18:04,2,0,1.0,SEMI_FURNISHED,0,12.98529939,77.66806108,FAMILY,0,C V Raman Nagar,BOTH,10,900,0,560093.0,19500,195000,IH,5,0.0,0.0
ff8080814ada14f3014b0bd49e7731ee,BHK2,07-02-2017 12:15,2,0,4.0,SEMI_FURNISHED,0,12.90565982,77.64686503,FAMILY,1,HSR Layout,BOTH,0,800,0,560102.0,18000,180000,AP,7,9.0,9.0
ff8080814ada14f3014b24d61f31486a,BHK3,14-03-2017 23:50,3,0,2.0,FULLY_FURNISHED,1,13.120654,77.5829805,ANYONE,0,Yelahanka New Town,BOTH,2,2720,1,560064.0,42000,400000,IH,29,0.0,0.0
ff8080814ada14f3014b2ab4b7a54e24,BHK2,22-03-2017 16:45,2,2,3.0,SEMI_FURNISHED,0,12.96195954,77.6360873,ANYONE,0,Domlur,BOTH,8,1200,0,560071.0,35000,350000,AP,1,1.0,0.0
ff8080814ada14f3014b2abc3c374e47,BHK3,21-02-2017 12:54,2,0,2.0,SEMI_FURNISHED,0,12.97903242,77.64605954,FAMILY,0,Indira Nagar,BOTH,5,1500,0,560038.0,30000,300000,IF,7,5.0,3.0
ff8080814ada14f3014b2aebc0014e86,BHK2,26-02-2017 16:24,2,0,4.0,SEMI_FURNISHED,1,12.8552384,77.5868906,FAMILY,1,Gottigere,BOTH,6,1100,0,560076.0,10000,100000,AP,0,1.0,1.0
ff8080814b317233014b3480514d01bf,BHK2,09-03-2017 15:29,2,1,4.0,SEMI_FURNISHED,0,12.9697999,77.7499467,FAMILY,0,Whitefield,BOTH,0,700,0,560067.0,14000,100000,AP,4,5.0,5.0
ff8080814b317233014b3c1008940a36,BHK1,30-03-2017 08:45,1,1,2.0,SEMI_FURNISHED,0,13.0650365,77.65212922,FAMILY,0,Kothanur,TWO_WHEELER,2,700,0,560077.0,9500,50000,IH,3,9.0,5.0
ff8080814b317233014b4563a06b1410,BHK2,13-03-2017 16:25,1,1,2.0,SEMI_FURNISHED,0,12.91291352,77.51994833,ANYONE,0,Rajarajeshwarinagar,BOTH,1,800,0,560098.0,11500,100000,IF,6,2.0,1.0
ff8080814b5128f9014b6d1bbc8e1eac,BHK1,12-03-2017 11:05,1,0,2.0,NOT_FURNISHED,0,13.02697765,77.54738054,ANYONE,0,Yeshwanthpur,TWO_WHEELER,12,600,0,560022.0,6000,50000,IF,3,5.0,2.0
ff8080814b6ecf31014b72cac1e9031d,BHK2,02-03-2017 17:41,2,2,-1.0,FULLY_FURNISHED,0,12.9250074,77.5938028,FAMILY,1,Jayanagar,BOTH,2,750,1,Unknown,15000,150000,Unknown,0,3.0,3.0
ff8080814b6ecf31014b775b5cb10808,BHK3,24-03-2017 19:19,2,4,14.0,SEMI_FURNISHED,1,12.87347564,77.57264831,FAMILY,1,JP Nagar,BOTH,3,1645,1,560062.0,25000,250000,AP,13,0.0,0.0
ff8081814b8e5bf5014b916ea805026e,BHK2,11-02-2017 21:05,2,2,3.0,SEMI_FURNISHED,0,12.9242199,77.5191195,FAMILY,0,RR Nagar,TWO_WHEELER,0,900,0,Unknown,15000,150000,IF,5,0.0,0.0
ff8081814b8e5bf5014b91755f980272,BHK1,11-02-2017 21:05,1,2,3.0,SEMI_FURNISHED,0,12.91287431,77.52053305,ANYONE,0,Rajarajeshwarinagar,TWO_WHEELER,2,700,0,560098.0,10000,100000,IF,5,1.0,1.0
ff8081814b8e5bf5014b97cd2a7d0c07,BHK2,06-02-2017 11:31,2,4,4.0,SEMI_FURNISHED,0,12.8498667,77.6480766,FAMILY,0,Electronics City,BOTH,3,1000,0,560100.0,15000,80000,AP,6,1.0,0.0
ff8081814b8e5bf5014b983339e70ce0,BHK1,05-02-2017 14:32,1,3,3.0,SEMI_FURNISHED,0,13.00864733,77.64293648,ANYONE,0,Banaswadi,BOTH,0,600,0,560043.0,9000,90000,IF,1,2.0,1.0
ff8081814b9e3da1014ba06e2f57012d,BHK2,17-02-2017 17:51,2,2,4.0,SEMI_FURNISHED,1,12.85075213,77.64876038,FAMILY,1,Electronics City,BOTH,1,963,1,560100.0,15000,100000,AP,3,0.0,0.0
ff8081814b9e3da1014ba74083520a97,BHK3,14-03-2017 23:56,3,0,-1.0,SEMI_FURNISHED,0,13.0250726,77.659665,ANYONE,0,Horamavu,TWO_WHEELER,2,9500,0,560043.0,14000,140000,Unknown,6,0.0,0.0
ff8081814baa2e3c014babca0e8d03a3,BHK2,16-03-2017 15:34,2,2,2.0,SEMI_FURNISHED,0,13.0529125,77.6014859,FAMILY,0,Hebbal Kempapura,BOTH,1,1050,0,560024.0,15000,150000,IF,12,0.0,0.0
ff8081814bb10aa5014bb557913a04b9,BHK2,26-02-2017 16:50,2,1,1.0,SEMI_FURNISHED,0,13.03037481,77.63584288,FAMILY,0,Kalyan Nagar,BOTH,10,1000,0,560043.0,15000,150000,IF,8,4.0,0.0
ff8081814bb10aa5014bb648367e0730,BHK2,07-03-2017 18:22,1,2,3.0,SEMI_FURNISHED,0,13.0881561,77.54618093,ANYONE,0,Vidyaranyapura,TWO_WHEELER,2,750,0,560097.0,6000,40000,IF,7,2.0,1.0
ff8081814bb10aa5014bbefdd0aa1350,BHK1,22-02-2017 16:42,1,1,1.0,SEMI_FURNISHED,0,13.00980478,77.55225117,ANYONE,0,Rajajinagar,TWO_WHEELER,6,300,0,560086.0,7000,70000,IF,0,7.0,2.0
ff8081814bbfbd48014bc0b8f45102b8,BHK2,24-02-2017 11:16,2,1,1.0,SEMI_FURNISHED,0,13.02341354,77.71616595,FAMILY,0,Battarahalli,TWO_WHEELER,5,900,0,560049.0,7000,70000,IF,0,1.0,1.0
ff8081814bc25254014bc430e63a0092,BHK2,12-02-2017 15:54,1,0,2.0,SEMI_FURNISHED,0,12.90967075,77.55093518,ANYONE,0,Chikkalasandra,BOTH,9,1100,0,560061.0,12000,50000,IF,11,0.0,0.0
ff8081814bc25254014bc9480d6208b4,BHK2,12-03-2017 17:29,2,3,3.0,SEMI_FURNISHED,0,12.9591722,77.697419,ANYONE,0,Marathahalli,FOUR_WHEELER,6,700,0,560037.0,10500,50000,IF,6,31.0,12.0
ff8081814bc25254014bc969b3e10902,BHK2,07-03-2017 19:24,2,0,1.0,SEMI_FURNISHED,0,12.94803911,77.7136644,FAMILY,0,Munnekollal,TWO_WHEELER,6,1300,0,560066.0,18000,180000,IF,0,0.0,0.0
ff8081814bc25254014bcfc4c56313e4,BHK1,10-02-2017 23:48,1,0,2.0,SEMI_FURNISHED,0,13.01812681,77.64749083,FAMILY,0,HRBR Layout,TWO_WHEELER,5,725,0,560043.0,14000,140000,IF,5,4.0,2.0
ff8081814bd33564014bd3725ff70022,BHK2,22-02-2017 18:20,2,2,4.0,SEMI_FURNISHED,0,12.8643113,77.59448634,ANYONE,0,Kalena Agrahara,BOTH,8,1065,1,560076.0,12500,100000,AP,5,0.0,0.0
ff8081814bd33564014bd3b593e100bb,BHK3,09-02-2017 19:51,2,4,4.0,SEMI_FURNISHED,0,12.9745385,77.6805538,FAMILY,1,Vignan Nagar,BOTH,4,980,0,560075.0,20000,240000,IF,6,2.0,1.0
ff8081814bd33564014bd4e7e100050e,BHK3,04-03-2017 17:19,3,2,3.0,SEMI_FURNISHED,0,13.02633245,77.65628484,FAMILY,1,Horamavu,BOTH,4,1700,0,560043.0,25000,150000,IF,0,0.0,0.0
ff8081814bd62607014bd8aaa8a201e9,BHK1,06-03-2017 18:35,1,0,2.0,SEMI_FURNISHED,0,12.92869375,77.54315417,FAMILY,0,Banashankari,TWO_WHEELER,6,600,0,560085.0,8000,750000,AP,4,5.0,4.0
ff8081814bd62607014bd8b9bba90214,BHK1,19-02-2017 15:37,1,2,2.0,SEMI_FURNISHED,0,13.01258151,77.6797598,FAMILY,0,Ramamurthy Nagar,TWO_WHEELER,5,500,0,560016.0,8000,50000,IF,5,6.0,0.0
ff8081814bd62607014bd94d014f03f0,RK1,19-02-2017 10:59,1,4,4.0,NOT_FURNISHED,0,12.92236492,77.61969868,BACHELOR,0,Madiwala,TWO_WHEELER,5,150,0,560034.0,7500,15000,IF,0,3.0,1.0
ff8081814bd62607014bd9db560505e4,BHK2,03-02-2017 19:46,2,1,2.0,SEMI_FURNISHED,0,13.0280047,77.6399711,FAMILY,0,Kalyan Nagar,TWO_WHEELER,0,1000,0,560043.0,12000,120000,IF,0,1.0,1.0
ff8081814bd62607014bdaad459f08a5,BHK1,04-03-2017 12:28,1,3,3.0,SEMI_FURNISHED,0,12.9982555,77.62583804,ANYONE,0,Cooke Town,TWO_WHEELER,6,780,0,560005.0,12500,100000,IF,6,3.0,3.0
ff8081814bd62607014bde3c4f0f0c63,BHK2,16-03-2017 12:47,2,0,1.0,SEMI_FURNISHED,0,13.03237536,77.59123641,FAMILY,0,Anand Nagar,TWO_WHEELER,1,900,0,560024.0,15000,150000,IH,0,0.0,0.0
ff8081814bd62607014bde7f7bfa0d80,RK1,01-02-2017 23:45,1,3,3.0,SEMI_FURNISHED,0,12.91209061,77.63798123,BACHELOR,0,HSR Layout,TWO_WHEELER,5,250,0,560102.0,6000,35000,IF,2,13.0,13.0
ff8081814bd62607014be345816e1618,BHK1,19-03-2017 17:36,1,0,2.0,SEMI_FURNISHED,0,12.8902208,77.6092188,FAMILY,0,"Vijaya Bank Layout, Bengaluru, Karnataka, India",BOTH,1,500,0,560076.0,10500,80000,AP,5,1.0,1.0
ff8081814bd62607014be353720b1652,BHK1,19-03-2017 17:36,1,2,2.0,SEMI_FURNISHED,0,12.89198997,77.61124044,FAMILY,0,Bilekahalli,TWO_WHEELER,2,450,0,560076.0,10500,90000,IF,3,1.0,1.0
ff8081814bd62607014be805dfed1f43,BHK2,25-03-2017 16:02,2,2,2.0,SEMI_FURNISHED,0,12.90311895,77.62507201,ANYONE,0,Bommanahalli,BOTH,1,800,0,560068.0,12000,60000,AP,0,0.0,0.0
ff8081814bd62607014be86523792058,BHK1,14-03-2017 13:55,1,0,0.0,SEMI_FURNISHED,0,12.91069754,77.58606549,FAMILY,0,JP Nagar,TWO_WHEELER,1,600,0,560076.0,9000,70000,IH,0,6.0,4.0
ff8081814bd62607014bed7433aa28a5,BHK2,28-03-2017 13:58,2,0,2.0,SEMI_FURNISHED,0,13.05234146,77.62818316,FAMILY,0,Thanisandra,BOTH,5,1500,0,560077.0,12500,100000,IH,8,1.0,1.0
ff8081814bedb29e014bedc540da0031,BHK2,28-03-2017 18:43,2,2,4.0,SEMI_FURNISHED,0,12.9670714,77.67032497,ANYONE,0,LB Shastri Nagar,TWO_WHEELER,8,700,0,560017.0,9500,60000,AP,4,18.0,7.0
ff8081814bedb29e014beea14cce0245,BHK1,04-03-2017 12:35,1,1,3.0,SEMI_FURNISHED,0,12.92385802,77.49655678,ANYONE,0,Kengeri Satellite Town,TWO_WHEELER,3,600,0,560059.0,8000,80000,AP,7,3.0,1.0
ff8081814bedb29e014beea61f870257,BHK2,23-02-2017 10:54,2,0,3.0,SEMI_FURNISHED,0,12.92389607,77.49864101,ANYONE,0,Kengeri Satellite Town,TWO_WHEELER,3,1000,0,560059.0,15000,150000,AP,6,0.0,0.0
ff8081814bf2b000014bf2c7a4b50067,BHK2,13-03-2017 12:36,3,1,2.0,SEMI_FURNISHED,0,12.87981753,77.62549027,FAMILY,0,Begur,BOTH,4,1100,0,560068.0,12000,120000,IF,1,1.0,0.0
ff8081814bf2b000014bf3be5f380437,BHK1,17-03-2017 18:20,1,2,3.0,SEMI_FURNISHED,0,12.83507623,77.66538976,FAMILY,0,Electronic City,TWO_WHEELER,4,550,0,560100.0,6500,30000,IF,5,3.0,2.0
ff8081814bf2b000014bf42fd1a4062c,BHK3,05-02-2017 17:00,3,7,13.0,SEMI_FURNISHED,1,12.90429132,77.60262238,FAMILY,1,Bilekahalli,BOTH,10,1465,1,560076.0,26000,260000,AP,7,6.0,2.0
ff8081814bf2b000014bf485e581076c,RK1,05-03-2017 17:53,1,1,4.0,SEMI_FURNISHED,0,13.09487922,77.57833491,BACHELOR,0,Yelahanka New Town,TWO_WHEELER,3,450,0,560065.0,5500,18000,IF,4,4.0,0.0
ff8081814bf8e535014bfdc5255409a0,BHK3,09-02-2017 19:52,2,1,7.0,SEMI_FURNISHED,1,12.8549222,77.7881176,FAMILY,1,Sarjapur,BOTH,1,1500,1,562107.0,14000,100000,AP,1,1.0,1.0
ff8081814c01dbd9014c0246aa5a0199,BHK2,06-02-2017 14:07,1,1,1.0,SEMI_FURNISHED,0,12.98249778,77.66589495,FAMILY,0,C V Raman Nagar,NONE,2,700,0,560093.0,16000,50000,IF,7,10.0,10.0
ff8081814c01dbd9014c088f0d221225,BHK2,22-02-2017 20:15,2,2,2.0,SEMI_FURNISHED,0,12.9854542,77.6639248,FAMILY,0,C V Raman Nagar,NONE,3,1000,0,560093.0,16000,100000,IF,9,9.0,4.0
ff8081814c01dbd9014c08952af8123b,BHK2,17-02-2017 11:50,2,1,5.0,FULLY_FURNISHED,1,12.86448109,77.59316053,ANYONE,1,Kalena Agrahara,BOTH,5,1160,0,560076.0,20000,200000,AP,5,1.0,1.0
ff8081814c01dbd9014c089933861249,BHK1,21-03-2017 14:09,1,1,3.0,SEMI_FURNISHED,0,13.08123877,77.59430985,ANYONE,0,Jakkuru,BOTH,5,650,0,560064.0,9000,90000,IF,8,1.0,0.0
